,title,domestic_gross,foreign_gross,total_gross
3161,12 Strong,45800000.0,21600000.0,67400000.0
3162,"Love, Simon",40800000.0,25500000.0,66300000.0
3163,Mile 22,36100000.0,30200000.0,66300000.0
3164,Life of the Party,53100000.0,12800000.0,65900000.0
3165,Isle Of Dogs,32000000.0,32200000.0,64200000.0
3166,Adrift,31400000.0,28500000.0,59900000.0
3167,The 15:17 to Paris,36300000.0,20800000.0,57100000.0
3168,Early Man,8300000.0,46400000.0,54700000.0
3169,Peppermint,35400000.0,18400000.0,53800000.0
3170,Teen Titans Go! To The Movies,29800000.0,22300000.0,52100000.0
3171,Slender Man,30600000.0,21200000.0,51800000.0
3172,Breaking In (2018),46800000.0,4600000.0,51400000.0
3173,Once Upon a Deadpool,6100000.0,44400000.0,50500000.0
3174,The Son of Bigfoot,289000.0,46800000.0,47089000.0
3175,Uncle Drew,42500000.0,4200000.0,46700000.0
3176,Tyler Perry's Acrimony,43500000.0,2900000.0,46400000.0
3177,Mary Queen of Scots,16500000.0,29900000.0,46400000.0
3178,The Possession of Hannah Grace,14800000.0,28200000.0,43000000.0
3179,Overlord,21700000.0,20000000.0,41700000.0
3180,The Darkest Minds,12700000.0,28400000.0,41100000.0
3181,Holmes and Watson,30600000.0,9900000.0,40500000.0
3182,Show Dogs,17900000.0,21300000.0,39200000.0
3183,On the Basis of Sex,24600000.0,13600000.0,38200000.0
3184,Namiya,70800.0,35300000.0,35370800.0
3185,The Girl in the Spider's Web: A New Dragon Tattoo Story,14800000.0,20300000.0,35100000.0
3186,The Hate U Give,29700000.0,5200000.0,34900000.0
3188,Nobody's Fool,31700000.0,1800000.0,33500000.0
3189,Bad Times At The El Royale,17800000.0,14000000.0,31800000.0
3190,Baaghi 2,1300000.0,29900000.0,31200000.0
3191,The Happytime Murders,20700000.0,6800000.0,27500000.0
3192,Midnight Sun,9600000.0,17800000.0,27400000.0
3193,Pad Man,1700000.0,25600000.0,27300000.0
3194,Monster Family,127000.0,26300000.0,26427000.0
3195,White Boy Rick,24000000.0,1900000.0,25900000.0
3197,The Death of Stalin,8000000.0,16600000.0,24600000.0
3199,"Paul, Apostle of Christ",17600000.0,5500000.0,23100000.0
3200,Padmaavat,11800000.0,11100000.0,22900000.0
3201,Proud Mary,20900000.0,876000.0,21776000.0
3202,Superfly,20500000.0,236000.0,20736000.0
3203,If Beale Street Could Talk,14900000.0,5700000.0,20600000.0
3204,Burn the Stage: The Movie,4200000.0,16100000.0,20300000.0
3205,Detective K: Secret of the Living Dead,104000.0,18500000.0,18604000.0
3206,The Wife,9600000.0,8600000.0,18200000.0
3207,Hell Fest,11100000.0,7100000.0,18200000.0
3208,Chappaquiddick,17400000.0,591000.0,17991000.0
3211,The Children Act,548000.0,17000000.0,17548000.0
3212,Beautiful Boy (2018),7600000.0,8700000.0,16300000.0
3214,Tully (2018),9400000.0,6300000.0,15700000.0
3215,Unfriended: Dark Web,8900000.0,6300000.0,15200000.0
3216,Upgrade,12000000.0,2400000.0,14400000.0
3217,Unsane,7700000.0,6600000.0,14300000.0
3218,The Sisters Brothers,3100000.0,10000000.0,13100000.0
3219,Welcome to Marwen,10800000.0,2100000.0,12900000.0
3220,Hotel Artemis,6700000.0,6000000.0,12700000.0
3221,Marrowbone,1400.0,12300000.0,12301400.0
3222,102 Not Out,1300000.0,10900000.0,12200000.0
3223,Boy Erased,6800000.0,5000000.0,11800000.0
3224,Back to Burgundy,258000.0,11400000.0,11658000.0
3225,The Bookshop,1600000.0,9900000.0,11500000.0
3227,Gringo,5000000.0,6000000.0,11000000.0
3228,Golden Slumber,94500.0,10600000.0,10694500.0
3229,Kin,5700000.0,4300000.0,10000000.0
3230,The Big Bad Fox and Other Tales,35800.0,9600000.0,9635800.0
3231,Traffik,9200000.0,336000.0,9536000.0
3233,7 Days in Entebbe,3300000.0,5400000.0,8700000.0
3234,Pope Francis - A Man of His Word,2000000.0,6600000.0,8600000.0
3235,Condorito: La Pelicula,448000.0,8000000.0,8448000.0
3236,Suspiria,2500000.0,5400000.0,7900000.0
3237,Disobedience,3500000.0,4400000.0,7900000.0
3238,Qué León (What A Lion),2600000.0,5200000.0,7800000.0
3239,Life Itself (2018),4099999.0,3700000.0,7799999.0
3240,Beirut,5000000.0,2500000.0,7500000.0
3241,Return of the Hero,37100.0,7300000.0,7337100.0
3242,Soorma,390000.0,6200000.0,6590000.0
3247,Destroyer,1500000.0,4000000.0,5500000.0
3248,Madame,91000.0,5300000.0,5391000.0
3250,Blindspotting,4300000.0,530000.0,4830000.0
3252,Papillon (2018),2300000.0,2200000.0,4500000.0
3254,The Mercy,29500.0,4200000.0,4229500.0
3255,Hichki,330000.0,3900000.0,4230000.0
3257,Don't Worry He Won't Get Far on Foot,1400000.0,2500000.0,3900000.0
3258,A Private War,1600000.0,2200000.0,3800000.0
3261,Gauguin: Voyage to Tahiti,200000.0,3100000.0,3300000.0
3263,The Front Runner,2000000.0,1200000.0,3200000.0
3265,Wildlife,1100000.0,2000000.0,3100000.0
3268,Billionaire Boy's Club,1300.0,2500000.0,2501300.0
3271,Bilal: A New Breed of Hero,491000.0,1700000.0,2191000.0
3275,I Still See You,1400.0,1500000.0,1501400.0
3286,The Catcher Was a Spy,725000.0,229000.0,954000.0
3309,Time Freak,10000.0,256000.0,266000.0
3342,Reign of Judges: Title of Liberty - Concept Short,93200.0,5200.0,98400.0
3353,Antonio Lopez 1970: Sex Fashion & Disco,43200.0,30000.0,73200.0
